"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","fe80::45ce:78f8:579a:9830","ff02::1:2","DHCPv6","152","Solicit XID: 0x4cf11c CID: 00010001309b0ad700e04c680a27 "
"2","0.018870","fe80::45ce:78f8:579a:9830","ff02::2","ICMPv6","70","Router Solicitation from 00:e0:4c:68:0a:27"
"3","0.101012","169.254.62.14","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"4","0.106411","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"5","0.106812","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"6","0.107887","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"7","0.108269","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"8","0.119117","169.254.62.14","239.255.255.250","SSDP","563","NOTIFY * HTTP/1.1 "
"9","0.119677","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","591","NOTIFY * HTTP/1.1 "
"10","0.300051","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","157","M-SEARCH * HTTP/1.1 "
"11","0.300994","169.254.62.14","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"12","0.334659","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","163","M-SEARCH * HTTP/1.1 "
"13","0.335133","169.254.62.14","239.255.255.250","SSDP","149","M-SEARCH * HTTP/1.1 "
"14","0.366655","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"15","0.367235","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"16","0.400641","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"17","0.401164","169.254.62.14","239.255.255.250","SSDP","549","NOTIFY * HTTP/1.1 "
"18","0.401296","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"19","0.401786","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","577","NOTIFY * HTTP/1.1 "
"20","0.432613","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"21","0.433319","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"22","0.467425","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"23","0.468121","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"24","0.499855","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"25","0.500566","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"26","0.533621","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"27","0.534270","169.254.62.14","239.255.255.250","SSDP","547","NOTIFY * HTTP/1.1 "
"28","0.534380","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"29","0.534903","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","575","NOTIFY * HTTP/1.1 "
"30","0.567635","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"31","0.571123","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"32","0.589413","169.254.62.14","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"33","0.600491","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"34","0.601023","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"35","0.617935","169.254.62.14","169.254.255.255","NBNS","110","Registration NB ROG-SERVER<20>"
"36","0.618127","169.254.62.14","169.254.255.255","NBNS","110","Registration NB ROG-SERVER<00>"
"37","0.618278","169.254.62.14","169.254.255.255","NBNS","110","Registration NB WORKGROUP<00>"
"38","0.633588","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"39","0.634212","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"40","0.665501","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"41","0.666105","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"42","0.699977","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"43","0.700190","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x82503663"
"44","0.700732","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"45","0.732369","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"46","0.733026","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"47","0.765552","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"48","0.766202","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"49","0.799935","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"50","0.800553","169.254.62.14","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"51","0.801215","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","511","NOTIFY * HTTP/1.1 "
"52","0.918716","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x9847d02c"
"53","1.234291","169.254.62.14","239.255.255.250","SSDP","492","NOTIFY * HTTP/1.1 "
"54","1.234872","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","520","NOTIFY * HTTP/1.1 "
"55","1.382637","169.254.62.14","169.254.255.255","NBNS","110","Registration NB WORKGROUP<00>"
"56","1.382826","169.254.62.14","169.254.255.255","NBNS","110","Registration NB ROG-SERVER<00>"
"57","1.382966","169.254.62.14","169.254.255.255","NBNS","110","Registration NB ROG-SERVER<20>"
"58","1.484011","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"59","1.598866","169.254.62.14","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"60","2.565274","169.254.62.14","239.255.255.250","SSDP","535","NOTIFY * HTTP/1.1 "
"61","2.565967","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","563","NOTIFY * HTTP/1.1 "
"62","2.613803","169.254.62.14","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"63","2.928186","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x9847d02c"
"64","3.130932","169.254.62.14","239.255.255.250","SSDP","563","NOTIFY * HTTP/1.1 "
"65","3.131508","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","591","NOTIFY * HTTP/1.1 "
"66","3.411254","169.254.62.14","239.255.255.250","SSDP","549","NOTIFY * HTTP/1.1 "
"67","3.411840","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","577","NOTIFY * HTTP/1.1 "
"68","3.545935","169.254.62.14","239.255.255.250","SSDP","547","NOTIFY * HTTP/1.1 "
"69","3.546769","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","575","NOTIFY * HTTP/1.1 "
"70","3.601002","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"71","3.601563","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"72","3.602636","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"73","3.602969","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"74","3.629867","169.254.62.14","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"75","3.812803","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","157","M-SEARCH * HTTP/1.1 "
"76","3.813632","169.254.62.14","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"77","3.813632","169.254.62.14","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"78","3.814590","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","511","NOTIFY * HTTP/1.1 "
"79","3.844681","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","163","M-SEARCH * HTTP/1.1 "
"80","3.845272","169.254.62.14","239.255.255.250","SSDP","149","M-SEARCH * HTTP/1.1 "
"81","3.877574","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"82","3.878137","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"83","3.910673","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"84","3.911300","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"85","3.944579","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"86","3.945243","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"87","3.977546","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"88","3.978127","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"89","4.010657","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"90","4.010663","fe80::45ce:78f8:579a:9830","ff02::1:2","DHCPv6","152","Solicit XID: 0x4cf11c CID: 00010001309b0ad700e04c680a27 "
"91","4.011251","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"92","4.028569","fe80::45ce:78f8:579a:9830","ff02::2","ICMPv6","70","Router Solicitation from 00:e0:4c:68:0a:27"
"93","4.043779","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"94","4.044269","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"95","4.078710","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"96","4.079534","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"97","4.110658","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"98","4.111311","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"99","4.143547","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"100","4.144157","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"101","4.177531","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"102","4.178094","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"103","4.211542","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"104","4.212187","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"105","4.244530","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","181","M-SEARCH * HTTP/1.1 "
"106","4.245090","169.254.62.14","239.255.255.250","SSDP","492","NOTIFY * HTTP/1.1 "
"107","4.245105","169.254.62.14","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"108","4.245647","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","520","NOTIFY * HTTP/1.1 "
"109","4.277547","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"110","4.278117","169.254.62.14","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"111","4.311235","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"112","4.501322","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"113","4.610472","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"114","4.610933","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"115","4.612076","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"116","4.612526","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"117","4.675348","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x82503663"
"118","4.937206","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x9847d02c"
"119","5.576070","169.254.62.14","239.255.255.250","SSDP","535","NOTIFY * HTTP/1.1 "
"120","5.576715","fe80::45ce:78f8:579a:9830","ff02::c","SSDP","563","NOTIFY * HTTP/1.1 "
"121","6.625302","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"122","6.625821","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"123","6.626842","169.254.62.14","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"124","6.627166","fe80::45ce:78f8:579a:9830","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"125","6.958174","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x9847d02c"
"126","7.505694","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"127","8.968143","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"128","10.517708","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"129","10.972234","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"130","12.016257","fe80::45ce:78f8:579a:9830","ff02::1:2","DHCPv6","152","Solicit XID: 0x4cf11c CID: 00010001309b0ad700e04c680a27 "
"131","12.974125","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"132","13.513745","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x82503663"
"133","14.976120","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"134","16.978091","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"135","18.980078","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"136","20.982085","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"137","22.984012","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"138","24.986037","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"139","26.988020","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d02d"
"140","28.023577","fe80::45ce:78f8:579a:9830","ff02::1:2","DHCPv6","152","Solicit XID: 0x4cf11c CID: 00010001309b0ad700e04c680a27 "
"141","28.989956","Microsoft_bb:36:91","Broadcast","ARP","60","Gratuitous ARP for 192.168.137.35 (Reply)"
"142","28.995754","Microsoft_bb:36:91","Broadcast","ARP","60","Who has 192.168.137.1? Tell 192.168.137.35"
"143","29.012537","192.168.137.35","224.0.0.22","IGMPv3","60","Membership Report / Join group 239.255.255.250 for any sources"
"144","29.012537","192.168.137.35","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"145","29.112637","192.168.137.35","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1 "
"146","29.145956","192.168.137.35","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"147","29.212714","192.168.137.35","239.255.255.250","SSDP","388","NOTIFY * HTTP/1.1 "
"148","29.312789","192.168.137.35","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"149","29.446291","192.168.137.35","239.255.255.250","SSDP","445","NOTIFY * HTTP/1.1 "
"150","29.579739","192.168.137.35","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"151","29.746536","192.168.137.35","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1 "
"152","29.946736","192.168.137.35","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"153","29.990939","Microsoft_bb:36:91","Broadcast","ARP","60","Who has 192.168.137.1? Tell 192.168.137.35"
"154","30.030139","192.168.137.35","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"155","30.180308","192.168.137.35","239.255.255.250","SSDP","388","NOTIFY * HTTP/1.1 "
"156","30.413907","192.168.137.35","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"157","30.519801","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x82503663"
"158","30.680836","192.168.137.35","239.255.255.250","SSDP","445","NOTIFY * HTTP/1.1 "
"159","30.981141","192.168.137.35","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"160","30.991922","Microsoft_bb:36:91","Broadcast","ARP","60","Who has 192.168.137.1? Tell 192.168.137.35"
"161","31.031136","192.168.137.35","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"162","31.995908","Microsoft_bb:36:91","Broadcast","ARP","60","Who has 192.168.137.1? Tell 192.168.137.35"
"163","33.000912","Microsoft_bb:36:91","Broadcast","ARP","60","Who has 192.168.137.1? Tell 192.168.137.35"
"164","60.038480","fe80::45ce:78f8:579a:9830","ff02::1:2","DHCPv6","152","Solicit XID: 0x4cf11c CID: 00010001309b0ad700e04c680a27 "
"165","63.498044","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xd16c9ee2"
"166","63.506514","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"167","66.509799","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"168","67.344229","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xd16c9ee2"
"169","69.523556","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"170","72.540903","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"171","75.545408","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"172","76.080355","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xd16c9ee2"
"173","78.558597","169.254.62.14","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"174","83.050280","192.168.137.35","239.255.255.250","SSDP","232","NOTIFY * HTTP/1.1 "
"175","83.065978","192.168.137.35","239.255.255.250","SSDP","288","NOTIFY * HTTP/1.1 "
"176","83.065978","192.168.137.35","239.255.255.250","SSDP","241","NOTIFY * HTTP/1.1 "
"177","83.065978","192.168.137.35","239.255.255.250","SSDP","286","NOTIFY * HTTP/1.1 "
"178","83.065978","192.168.137.35","239.255.255.250","SSDP","298","NOTIFY * HTTP/1.1 "
"179","83.065978","192.168.137.35","239.255.255.250","SSDP","296","NOTIFY * HTTP/1.1 "
"180","86.119331","192.168.137.35","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1 "
"181","86.152420","192.168.137.35","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"182","86.219177","192.168.137.35","239.255.255.250","SSDP","388","NOTIFY * HTTP/1.1 "
"183","86.319548","192.168.137.35","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"184","86.452717","192.168.137.35","239.255.255.250","SSDP","445","NOTIFY * HTTP/1.1 "
"185","86.586168","192.168.137.35","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"186","86.753037","192.168.137.35","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1 "
"187","86.953239","192.168.137.35","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"188","87.186866","192.168.137.35","239.255.255.250","SSDP","388","NOTIFY * HTTP/1.1 "
"189","87.420454","192.168.137.35","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"190","87.570222","RealtekSemic_68:0a:27","Nearest-Bridge","LLDP","38","MA/00:e0:4c:68:0a:27 MA/00:e0:4c:68:0a:27 0 (Shutdown LLDPDU) "
"191","90.190431","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d032"
"192","90.705533","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"193","92.200445","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d032"
"194","92.718491","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"195","94.209445","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d032"
"196","94.732090","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"197","96.218433","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d032"
"198","96.742466","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"199","98.227357","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d032"
"200","98.742507","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"201","100.236378","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d032"
"202","100.378219","192.168.50.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0x9847d032"
"203","100.378970","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x9847d032"
"204","100.457047","Intel_3f:d4:55","Nearest-Bridge","LLDP","58","MA/7c:5c:f8:3f:d4:55 MA/7c:5c:f8:3f:d4:55 3601 "
"205","100.583028","192.168.50.1","255.255.255.255","DHCP","342","DHCP ACK      - Transaction ID 0x9847d032"
"206","100.583740","Microsoft_bb:36:91","Broadcast","ARP","60","ARP Announcement for 192.168.50.47"
"207","100.583870","Intel_3f:d4:55","Broadcast","ARP","42","192.168.50.47 is at 7c:5c:f8:3f:d4:55 (duplicate use of 192.168.50.47 detected!)"
"208","100.583925","Intel_3f:d4:55","Broadcast","ARP","42","192.168.50.47 is at 7c:5c:f8:3f:d4:55 (duplicate use of 192.168.50.47 detected!)"
"209","100.584581","0.0.0.0","255.255.255.255","DHCP","342","DHCP Decline  - Transaction ID 0x9847d032"
"210","100.756983","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. TC + Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"211","101.456649","Intel_3f:d4:55","Nearest-Bridge","LLDP","58","MA/7c:5c:f8:3f:d4:55 MA/7c:5c:f8:3f:d4:55 3601 "
"212","102.470168","Intel_3f:d4:55","Nearest-Bridge","LLDP","58","MA/7c:5c:f8:3f:d4:55 MA/7c:5c:f8:3f:d4:55 3601 "
"213","102.630743","fe80::52eb:f6ff:fe89:7c68","ff02::1","ICMPv6","142","Router Advertisement from 50:eb:f6:89:7c:68"
"214","102.753267","192.168.50.47","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"215","102.769146","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. TC + Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"216","103.347848","192.168.50.6","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"217","103.347912","192.168.50.6","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"218","103.347941","fe80::4d98:ae1c:1145:8f42","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"219","103.859453","fe80::4d98:ae1c:1145:8f42","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"220","104.678782","Intel_3f:d4:55","Nearest-Bridge","LLDP","58","MA/7c:5c:f8:3f:d4:55 MA/7c:5c:f8:3f:d4:55 3601 "
"221","104.783158","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. TC + Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"222","105.458349","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d033"
"223","105.600149","RealtekSemic_68:0a:27","Broadcast","ARP","42","Who has 192.168.50.48? Tell 192.168.50.1"
"224","105.682058","Intel_3f:d4:55","Nearest-Bridge","LLDP","58","MA/7c:5c:f8:3f:d4:55 MA/7c:5c:f8:3f:d4:55 3601 "
"225","106.521819","RealtekSemic_68:0a:27","Broadcast","ARP","42","Who has 192.168.50.48? Tell 192.168.50.1"
"226","106.678428","Intel_3f:d4:55","Nearest-Bridge","LLDP","58","MA/7c:5c:f8:3f:d4:55 MA/7c:5c:f8:3f:d4:55 3601 "
"227","106.796036","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. TC + Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"228","107.479337","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x9847d033"
"229","107.545784","RealtekSemic_68:0a:27","Broadcast","ARP","42","Who has 192.168.50.48? Tell 192.168.50.1"
"230","107.693896","Intel_3f:d4:55","Nearest-Bridge","LLDP","58","MA/7c:5c:f8:3f:d4:55 MA/7c:5c:f8:3f:d4:55 3601 "
"231","108.774946","192.168.50.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0x9847d033"
"232","108.775706","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x9847d033"
"233","108.810124","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. TC + Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
"234","108.878582","192.168.50.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0x9847d033"
"235","108.878622","192.168.50.1","255.255.255.255","DHCP","342","DHCP ACK      - Transaction ID 0x9847d033"
"236","108.879325","Microsoft_bb:36:91","Broadcast","ARP","60","ARP Announcement for 192.168.50.48"
"237","109.686235","Microsoft_bb:36:91","Broadcast","ARP","60","Gratuitous ARP for 192.168.50.48 (Reply)"
"238","109.742438","192.168.50.48","224.0.0.22","IGMPv3","60","Membership Report / Join group 239.255.255.250 for any sources"
"239","109.775860","192.168.50.48","239.255.255.250","SSDP","442","NOTIFY * HTTP/1.1 "
"240","109.876002","192.168.50.48","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"241","110.822025","RealtekSemic_68:0a:27","Nearest-Customer-Bridge","STP","52","Conf. TC + Root = 32768/0/7c:5c:f8:3f:d4:55  Cost = 0  Port = 0x8001"
